Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-17 11:53:35,2022-01-17 11:54:05,30.219s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), ""hk4lGgMz64ADmWBUEkMbyw=="")",Chrome 97.0.4692.71,,,2022-01-17 11:54:05,2022-01-17 11:54:35,30.205s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Confirm password_mx_Field_1""), ""nchhuy19@apcs.fitus.edu.vn"")",Chrome 97.0.4692.71,,,2022-01-17 11:54:35,2022-01-17 11:55:36,1m - 0.332s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Email_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 11:55:36,2022-01-17 11:56:06,30.165s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Or_mx_RegistrationForm_username""))",Chrome 97.0.4692.71,,,2022-01-17 11:56:06,2022-01-17 11:56:36,30.134s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create accountHost account onmatrix.org_6b4dd0""))",Chrome 97.0.4692.71,,,2022-01-17 11:56:36,2022-01-17 11:57:06,30.148s,PASSED
,,,,,,,
Test Cases/Sign up/Sign up with an email that is registerd in sign in with email,Chrome 97.0.4692.71,,,2022-01-17 11:57:06,2022-01-17 12:01:17,4m - 10.466s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 11:57:07,2022-01-17 11:57:08,1.910s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 11:57:08,2022-01-17 11:57:10,1.631s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Create Account""))",Chrome 97.0.4692.71,,,2022-01-17 11:57:10,2022-01-17 11:57:42,32.196s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Or_mx_RegistrationForm_username""), ""quanghuytest123"")",Chrome 97.0.4692.71,,,2022-01-17 11:57:42,2022-01-17 11:58:15,32.420s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_mx_RegistrationForm_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 11:58:15,2022-01-17 11:58:45,30.214s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-17 11:58:45,2022-01-17 11:59:15,30.186s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 11:59:15,2022-01-17 11:59:45,30.223s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Confirm password_mx_Field_1""), ""quanghuybui93@gmail.com"")",Chrome 97.0.4692.71,,,2022-01-17 11:59:45,2022-01-17 12:00:16,31.031s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Email_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:00:16,2022-01-17 12:00:47,30.195s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_That e-mail address is already in use""))",Chrome 97.0.4692.71,,,2022-01-17 12:00:47,2022-01-17 12:01:17,30.153s,PASSED
,,,,,,,
Test Cases/Sign up/Sign up with incorrect confirm password,Chrome 97.0.4692.71,,,2022-01-17 12:01:17,2022-01-17 12:05:28,4m - 11.036s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:01:17,2022-01-17 12:01:19,1.938s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:01:19,2022-01-17 12:01:21,2.115s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Create Account""))",Chrome 97.0.4692.71,,,2022-01-17 12:01:21,2022-01-17 12:01:24,3.229s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Or_mx_RegistrationForm_username""), ""bqhuy342"")",Chrome 97.0.4692.71,,,2022-01-17 12:01:24,2022-01-17 12:02:25,1m - 0.274s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_mx_RegistrationForm_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 12:02:25,2022-01-17 12:02:27,2.135s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), ""hk4lGgMz64AmQDO542nGmg=="")",Chrome 97.0.4692.71,,,2022-01-17 12:02:27,2022-01-17 12:02:57,30.231s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Confirm password_mx_Field_1""), ""nchhuy19@apcs.fitus.edu.vn"")",Chrome 97.0.4692.71,,,2022-01-17 12:02:57,2022-01-17 12:03:57,1m - 0.291s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Email_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:03:57,2022-01-17 12:04:27,30.160s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create accountHost account onmatrix.org_6b4dd0""))",Chrome 97.0.4692.71,,,2022-01-17 12:04:27,2022-01-17 12:04:58,30.169s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Email_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:04:58,2022-01-17 12:05:28,30.144s,PASSED
,,,,,,,
Test Cases/Sign up/Sign up with username containing special character,Chrome 97.0.4692.71,,,2022-01-17 12:05:28,2022-01-17 12:09:09,3m - 40.931s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:05:28,2022-01-17 12:05:30,2.007s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:05:30,2022-01-17 12:05:32,1.676s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Create Account""))",Chrome 97.0.4692.71,,,2022-01-17 12:05:32,2022-01-17 12:05:35,2.770s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Or_mx_RegistrationForm_username""), ""#$21!dsas"")",Chrome 97.0.4692.71,,,2022-01-17 12:05:35,2022-01-17 12:06:35,1m - 0.321s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_mx_RegistrationForm_password""), ""hk4lGgMz64ADmWBUEkMbyw=="")",Chrome 97.0.4692.71,,,2022-01-17 12:06:35,2022-01-17 12:07:05,30.233s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), ""hk4lGgMz64ADmWBUEkMbyw=="")",Chrome 97.0.4692.71,,,2022-01-17 12:07:05,2022-01-17 12:07:35,30.217s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Confirm password_mx_Field_1""), ""nchhuy19@apcs.fitus.edu.vn"")",Chrome 97.0.4692.71,,,2022-01-17 12:07:35,2022-01-17 12:08:08,33.029s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Email_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:08:08,2022-01-17 12:08:39,30.178s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create accountHost account onmatrix.org_6b4dd0""))",Chrome 97.0.4692.71,,,2022-01-17 12:08:39,2022-01-17 12:09:09,30.162s,PASSED
,,,,,,,
Test Cases/Sign up/Sign up without input email,Chrome 97.0.4692.71,,,2022-01-17 12:09:09,2022-01-17 12:12:16,3m - 7.562s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:09:09,2022-01-17 12:09:11,1.922s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:09:11,2022-01-17 12:09:13,1.592s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create Account""))",Chrome 97.0.4692.71,,,2022-01-17 12:09:13,2022-01-17 12:09:15,2.730s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Or_mx_RegistrationForm_username""), ""quanghuyyy"")",Chrome 97.0.4692.71,,,2022-01-17 12:09:15,2022-01-17 12:10:16,1m - 0.246s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_mx_RegistrationForm_password""), ""hk4lGgMz64ADmWBUEkMbyw=="")",Chrome 97.0.4692.71,,,2022-01-17 12:10:16,2022-01-17 12:10:46,30.236s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), ""hk4lGgMz64ADmWBUEkMbyw=="")",Chrome 97.0.4692.71,,,2022-01-17 12:10:46,2022-01-17 12:11:16,30.230s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Email_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:11:16,2022-01-17 12:11:46,30.152s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create accountHost account onmatrix.org_6b4dd0""))",Chrome 97.0.4692.71,,,2022-01-17 12:11:46,2022-01-17 12:12:16,30.137s,PASSED
,,,,,,,
Test Cases/Sign in with multiple platforms/Sign in with facebook,Chrome 97.0.4692.71,,,2022-01-17 12:12:16,2022-01-17 12:13:32,1m - 15.215s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:12:17,2022-01-17 12:12:19,1.947s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:12:19,2022-01-17 12:12:21,2.220s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:12:21,2022-01-17 12:12:51,30.563s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Forgot password_mx_AccessibleButton mx__35ae1c""))",Chrome 97.0.4692.71,,,2022-01-17 12:12:51,2022-01-17 12:13:24,32.836s,PASSED
"setText(findTestObject(""Object Repository/Page_Log in to Facebook  Facebook/input_Log in to Facebook_email""), ""0983968160"")",Chrome 97.0.4692.71,,,2022-01-17 12:13:24,2022-01-17 12:13:25,0.795s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Log in to Facebook  Facebook/input_Log in to Facebook_pass""), ""n96v9XD7GiYYeIhd8A/xmw=="")",Chrome 97.0.4692.71,,,2022-01-17 12:13:25,2022-01-17 12:13:26,0.771s,PASSED
"click(findTestObject(""Object Repository/Page_Log in to Facebook  Facebook/button_Log In""))",Chrome 97.0.4692.71,,,2022-01-17 12:13:26,2022-01-17 12:13:26,0.378s,PASSED
"click(findTestObject(""Object Repository/Page_Continue to your account/a_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 12:13:26,2022-01-17 12:13:32,5.360s,PASSED
,,,,,,,
Test Cases/Sign in with multiple platforms/Sign in with github,Chrome 97.0.4692.71,,,2022-01-17 12:13:32,2022-01-17 12:14:13,41.126s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:13:32,2022-01-17 12:13:34,1.904s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:13:34,2022-01-17 12:13:35,1.669s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:13:35,2022-01-17 12:13:38,2.610s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Forgot password_mx_AccessibleButton mx__5d3fbf""))",Chrome 97.0.4692.71,,,2022-01-17 12:13:38,2022-01-17 12:14:10,32.135s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in to GitHub  GitHub/input_Username or email address_login""), ""quanghuy2701"")",Chrome 97.0.4692.71,,,2022-01-17 12:14:10,2022-01-17 12:14:11,0.733s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign in to GitHub  GitHub/input_Password_password""), ""hk4lGgMz64Dt/7aG6vaJCw=="")",Chrome 97.0.4692.71,,,2022-01-17 12:14:11,2022-01-17 12:14:11,0.404s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign in to GitHub  GitHub/input_Password_password""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 12:14:11,2022-01-17 12:14:13,1.295s,PASSED
,,,,,,,
Test Cases/Sign in with multiple platforms/Sign in with gitlab,Chrome 97.0.4692.71,,,2022-01-17 12:14:13,2022-01-17 12:14:13,0.305s,PASSED
return null,Chrome 97.0.4692.71,,,2022-01-17 12:14:13,2022-01-17 12:14:13,0.001s,PASSED
,,,,,,,
Test Cases/Sign in manually/Setting vietnamese phone number for the account,Chrome 97.0.4692.71,,,2022-01-17 12:14:13,2022-01-17 12:22:11,7m - 58.486s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:14:13,2022-01-17 12:14:15,1.872s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:14:15,2022-01-17 12:14:18,2.443s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:14:18,2022-01-17 12:14:50,32.073s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 12:14:50,2022-01-17 12:15:50,1m - 0.308s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 12:15:50,2022-01-17 12:16:20,30.249s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:16:20,2022-01-17 12:16:27,6.727s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 12:16:27,2022-01-17 12:16:58,31.300s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 12:16:58,2022-01-17 12:17:28,30.192s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:17:28,2022-01-17 12:17:59,30.194s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:17:59,2022-01-17 12:18:29,30.144s,PASSED
"click(findTestObject(""Object Repository/Page_Element/img_Enable_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-17 12:18:29,2022-01-17 12:18:59,30.281s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_All settings""))",Chrome 97.0.4692.71,,,2022-01-17 12:18:59,2022-01-17 12:19:29,30.152s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input__mx_Field_10""))",Chrome 97.0.4692.71,,,2022-01-17 12:19:29,2022-01-17 12:19:59,30.203s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_44""))",Chrome 97.0.4692.71,,,2022-01-17 12:19:59,2022-01-17 12:20:30,30.284s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Vietnam (84)""))",Chrome 97.0.4692.71,,,2022-01-17 12:20:30,2022-01-17 12:20:35,5.635s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input__mx_Field_10""), ""0983968160"")",Chrome 97.0.4692.71,,,2022-01-17 12:20:35,2022-01-17 12:21:36,1m - 0.372s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Add""))",Chrome 97.0.4692.71,,,2022-01-17 12:21:36,2022-01-17 12:21:41,5.572s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_OK""))",Chrome 97.0.4692.71,,,2022-01-17 12:21:41,2022-01-17 12:22:11,30.186s,PASSED
,,,,,,,
Test Cases/Sign in manually/Sign in with email address,Chrome 97.0.4692.71,,,2022-01-17 12:22:11,2022-01-17 12:24:20,2m - 8.740s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:22:12,2022-01-17 12:22:14,2.067s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:22:14,2022-01-17 12:22:16,2.066s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:22:16,2022-01-17 12:22:19,3.389s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuybui93@gmail.com"")",Chrome 97.0.4692.71,,,2022-01-17 12:22:19,2022-01-17 12:23:20,1m - 0.444s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 12:23:20,2022-01-17 12:23:50,30.240s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:23:50,2022-01-17 12:24:20,30.215s,PASSED
,,,,,,,
Test Cases/Sign in manually/Sign in with username,Chrome 97.0.4692.71,,,2022-01-17 12:24:20,2022-01-17 12:26:55,2m - 35.156s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:24:21,2022-01-17 12:24:22,1.936s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:24:22,2022-01-17 12:24:24,1.648s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:24:24,2022-01-17 12:24:55,30.564s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 12:24:55,2022-01-17 12:25:55,1m - 0.322s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 12:25:55,2022-01-17 12:26:25,30.203s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:26:25,2022-01-17 12:26:55,30.157s,PASSED
,,,,,,,
Test Cases/Sign in manually/Sign in with wrong password,Chrome 97.0.4692.71,,,2022-01-17 12:26:55,2022-01-17 12:29:33,2m - 37.707s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:26:56,2022-01-17 12:26:58,1.921s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:26:58,2022-01-17 12:26:59,1.668s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:26:59,2022-01-17 12:27:02,2.898s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 12:27:02,2022-01-17 12:28:03,1m - 0.335s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64A6VWkU4ftybPhnP1Qb4byR"")",Chrome 97.0.4692.71,,,2022-01-17 12:28:03,2022-01-17 12:28:33,30.265s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:28:33,2022-01-17 12:29:03,30.149s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Incorrect username andor password""))",Chrome 97.0.4692.71,,,2022-01-17 12:29:03,2022-01-17 12:29:33,30.139s,PASSED
,,,,,,,
Test Cases/Sign in manually/Sign in with wrong username,Chrome 97.0.4692.71,,,2022-01-17 12:29:33,2022-01-17 12:32:10,2m - 36.472s,FAILED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:29:33,2022-01-17 12:29:36,2.033s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:29:36,2022-01-17 12:29:38,2.279s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:29:38,2022-01-17 12:30:09,30.737s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""ưqdhkahshdhahksd"")",Chrome 97.0.4692.71,,,2022-01-17 12:30:09,2022-01-17 12:31:09,1m - 0.357s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Password""))",Chrome 97.0.4692.71,,,2022-01-17 12:31:09,2022-01-17 12:32:10,1m - 0.658s,FAILED
,,,,,,,
Test Cases/Chat in private room/Change name of room,Chrome 97.0.4692.71,,,2022-01-17 12:32:10,2022-01-17 12:40:24,8m - 14.861s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:32:10,2022-01-17 12:32:12,1.926s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:32:12,2022-01-17 12:32:13,1.690s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:32:13,2022-01-17 12:32:44,30.601s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 12:32:44,2022-01-17 12:33:44,1m - 0.305s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 12:33:44,2022-01-17 12:34:07,22.541s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 12:34:07,2022-01-17 12:34:07,0.486s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify this deviceVerify your identity _6fde71""))",Chrome 97.0.4692.71,,,2022-01-17 12:34:07,2022-01-17 12:34:09,1.402s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 12:34:09,2022-01-17 12:34:39,30.161s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 12:34:39,2022-01-17 12:35:09,30.289s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:35:09,2022-01-17 12:35:40,30.512s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:35:40,2022-01-17 12:36:10,30.140s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Test chat room""))",Chrome 97.0.4692.71,,,2022-01-17 12:36:10,2022-01-17 12:36:40,30.160s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Test chat room/div_Test chat room_mx_RoomHeader_chevron""))",Chrome 97.0.4692.71,,,2022-01-17 12:36:40,2022-01-17 12:37:10,30.253s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Test chat room/span_Settings""))",Chrome 97.0.4692.71,,,2022-01-17 12:37:10,2022-01-17 12:37:40,30.180s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Test chat room/input_General_mx_Field_4""))",Chrome 97.0.4692.71,,,2022-01-17 12:37:40,2022-01-17 12:38:11,30.202s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Test chat room/div_GeneralSecurity  PrivacyRoles  Permissi_f2bebd""))",Chrome 97.0.4692.71,,,2022-01-17 12:38:11,2022-01-17 12:38:24,13.052s,PASSED
"setText(findTestObject(""Object Repository/Page_Element  Test chat room/input_General_mx_Field_4""), ""Chat room"")",Chrome 97.0.4692.71,,,2022-01-17 12:38:24,2022-01-17 12:39:24,1m - 0.318s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Test chat room/div_Save""))",Chrome 97.0.4692.71,,,2022-01-17 12:39:24,2022-01-17 12:39:54,30.175s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Test chat room/div_Room Settings - Chat room_mx_Accessible_4cefd2""))",Chrome 97.0.4692.71,,,2022-01-17 12:39:54,2022-01-17 12:40:24,30.165s,PASSED
,,,,,,,
Test Cases/Chat in private room/Search in chatbox,Chrome 97.0.4692.71,,,2022-01-17 12:40:24,2022-01-17 12:47:37,7m - 12.640s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:40:25,2022-01-17 12:40:27,2.277s,PASSED
